con,joint,cont,pow,sub,value
dg,kne,net,net,13,0.104007835116457
dg,kne,net,net,14,0.129716293557602
dg,hip,net,net,1,-0.026598670350557
dg,hip,net,net,2,-0.033761425929911
dg,hip,net,net,3,-0.0510360532524911
dg,hip,net,net,4,-0.0149744548287024
dg,hip,net,net,5,0.0034329804167261
dg,hip,net,net,6,0.0275633514256162
dg,hip,net,net,7,0.060351430082365
dg,hip,net,net,8,-0.0744580169591833
dg,hip,net,net,9,-0.0582646685378516
dg,hip,net,net,10,-0.000702360302538563
dg,hip,net,net,11,-0.0434416833278888
dg,hip,net,net,12,-0.16092931924333
dg,hip,net,net,13,-0.0713425537790446
dg,hip,net,net,14,-0.0307294177439283
dg,ank,exo,net,1,-0.0327478028608091
dg,ank,exo,net,2,-0.0475414491751615
dg,ank,exo,net,3,-0.0264182363947232
dg,ank,exo,net,4,-0.0480650339056464
dg,ank,exo,net,5,-0.0433945964802714
dg,ank,exo,net,6,-0.0528007366639726
dg,ank,exo,net,7,-0.0331174886840231
dg,ank,exo,net,8,-0.0341556725256583
dg,ank,exo,net,9,-0.0314411428921363
dg,ank,exo,net,10,-0.0367677406791378
dg,ank,exo,net,11,-0.0413281179088004
dg,ank,exo,net,12,-0.0736422727213186
dg,ank,exo,net,13,-0.0655719451606274
dg,ank,exo,net,14,-0.085529307670453
dg,kne,exo,net,1,-0.00186286849731748
dg,kne,exo,net,2,-0.00211209109094104
dg,kne,exo,net,3,0.00308455722970944
dg,kne,exo,net,4,-0.0105920686687836
dg,kne,exo,net,5,-0.00430279397679603
dg,kne,exo,net,6,-0.0414204266579712
dg,kne,exo,net,7,-0.00142746037967941
dg,kne,exo,net,8,-0.0273353167508236
dg,kne,exo,net,9,0.00480637050178997
dg,kne,exo,net,10,0.0104460840811953
dg,kne,exo,net,11,0.00504759549820686
dg,kne,exo,net,12,0.00236036696964326
dg,kne,exo,net,13,-0.00340271082378048
dg,kne,exo,net,14,-0.0040866459500702
dg,hip,exo,net,1,-0.00739441792018514
dg,hip,exo,net,2,-0.0127445768345805
dg,hip,exo,net,3,-0.0109739648425161
dg,hip,exo,net,4,-0.0336447761750177
dg,hip,exo,net,5,0.000207384555217096
dg,hip,exo,net,6,0.00230125926763696
dg,hip,exo,net,7,0.00394309613415424
dg,hip,exo,net,8,-0.0502777914790546
dg,hip,exo,net,9,-0.00818191289983909
dg,hip,exo,net,10,0.00134453531491625
dg,hip,exo,net,11,-0.00380621929926907
dg,hip,exo,net,12,-0.0297745358582367
dg,hip,exo,net,13,-0.0245134073364384
dg,hip,exo,net,14,-0.0259224554962095
dg,ank,bio,net,1,0.33767999076482
dg,ank,bio,net,2,0.315209734965773
dg,ank,bio,net,3,0.461445184368076
dg,ank,bio,net,4,0.368490708224914
dg,ank,bio,net,5,0.278045885703143
dg,ank,bio,net,6,0.435654462260358
dg,ank,bio,net,7,0.323112071436994
dg,ank,bio,net,8,0.423018521684058
dg,ank,bio,net,9,0.444824199904414
dg,ank,bio,net,10,0.314332049997414
dg,ank,bio,net,11,0.269888934405411
dg,ank,bio,net,12,0.325776588390855
dg,ank,bio,net,13,0.257137556286419
dg,ank,bio,net,14,0.448502808371011
dg,kne,bio,net,1,0.230865697743315
dg,kne,bio,net,2,0.0904444025500732
dg,kne,bio,net,3,0.116898181199124
dg,kne,bio,net,4,0.17532320704092
dg,kne,bio,net,5,0.0543952072587083
dg,kne,bio,net,6,0.153782429721426
dg,kne,bio,net,7,0.064965573084705
dg,kne,bio,net,8,0.0999456995769459
dg,kne,bio,net,9,0.178113416713827
dg,kne,bio,net,10,0.0997288609471391
dg,kne,bio,net,11,0.148096817819511
dg,kne,bio,net,12,0.311894555302227
dg,kne,bio,net,13,0.107410545625231
dg,kne,bio,net,14,0.133802941945546
dg,hip,bio,net,1,-0.0192042526817232
dg,hip,bio,net,2,-0.0210168491227224
dg,hip,bio,net,3,-0.0400620880960063
dg,hip,bio,net,4,0.0186703221543747
dg,hip,bio,net,5,0.00322559595053249
dg,hip,bio,net,6,0.0252620925688568
dg,hip,bio,net,7,0.0564083335099413
dg,hip,bio,net,8,-0.024180225096643
dg,hip,bio,net,9,-0.0500827559598667
dg,hip,bio,net,10,-0.00204689456971691
dg,hip,bio,net,11,-0.0396354640834034
dg,hip,bio,net,12,-0.131154782782473
dg,hip,bio,net,13,-0.0468291467165246
dg,hip,bio,net,14,-0.00480696213815143
ln,ank,net,neg,1,-0.664631631444482
ln,ank,net,neg,2,-0.698003106257495
ln,ank,net,neg,3,-0.600663455970147
ln,ank,net,neg,4,-0.835396121529972
ln,ank,net,neg,5,-0.729371243539979
ln,ank,net,neg,6,-0.708880983293056
ln,ank,net,neg,7,-0.759507723152637
ln,ank,net,neg,8,-0.874110242899726
ln,ank,net,neg,9,-0.761613787973628
ln,ank,net,neg,10,-0.777642162407146
ln,ank,net,neg,11,-0.730619199135724
ln,ank,net,neg,12,-0.782819783862899
ln,ank,net,neg,13,-0.818685402764994
ln,ank,net,neg,14,-0.746955799705842
ln,ank,net,pos,1,0.998520146397983
ln,ank,net,pos,2,0.889747569666189
ln,ank,net,pos,3,0.881023694487179
ln,ank,net,pos,4,1.15187483324724
ln,ank,net,pos,5,1.04536548256874
ln,ank,net,pos,6,1.13951509840348
ln,ank,net,pos,7,1.01259936041692
ln,ank,net,pos,8,1.28959375532234
ln,ank,net,pos,9,1.18102812065798
ln,ank,net,pos,10,1.13218057506225
ln,ank,net,pos,11,1.06115925049081
ln,ank,net,pos,12,1.07309304265415
ln,ank,net,pos,13,1.02666888342184
ln,ank,net,pos,14,1.06048194976414
ln,kne,net,neg,1,-0.375211739145658
ln,kne,net,neg,2,-0.381898026475135
ln,kne,net,neg,3,-0.39497463996796
ln,kne,net,neg,4,-0.232395068139714
ln,kne,net,neg,5,-0.227226269047926
ln,kne,net,neg,6,-0.355160187710734
ln,kne,net,neg,7,-0.244238176218727
ln,kne,net,neg,8,-0.243568163474693
ln,kne,net,neg,9,-0.326317860142273
ln,kne,net,neg,10,-0.278199929305736
ln,kne,net,neg,11,-0.206969942568856
ln,kne,net,neg,12,-0.242477487334434
ln,kne,net,neg,13,-0.130333210834685
ln,kne,net,neg,14,-0.14395106320872
ln,kne,net,pos,1,0.500358424642507
ln,kne,net,pos,2,0.61911469128202
ln,kne,net,pos,3,0.579913716982393
ln,kne,net,pos,4,0.386484353419612
ln,kne,net,pos,5,0.282067177050254
ln,kne,net,pos,6,0.561925911289804
ln,kne,net,pos,7,0.32573999004329
ln,kne,net,pos,8,0.497179336407605
ln,kne,net,pos,9,0.464135355370886
ln,kne,net,pos,10,0.468207989545429
ln,kne,net,pos,11,0.365207174025914
ln,kne,net,pos,12,0.537380445529433
ln,kne,net,pos,13,0.220794277923072
ln,kne,net,pos,14,0.325619394069209
ln,hip,net,neg,1,-0.0393040270530893
ln,hip,net,neg,2,-0.114435451324372
ln,hip,net,neg,3,-0.090579145204495
ln,hip,net,neg,4,-0.0817916327676571
ln,hip,net,neg,5,-0.0509858435800518
ln,hip,net,neg,6,-0.0953949351438924
ln,hip,net,neg,7,-0.0599386845578385
ln,hip,net,neg,8,-0.272241196211647
ln,hip,net,neg,9,-0.164071172147113
ln,hip,net,neg,10,-0.0819090966491357
ln,hip,net,neg,11,-0.137062305474983
ln,hip,net,neg,12,-0.221742153496427
ln,hip,net,neg,13,-0.0620050737428862
ln,hip,net,neg,14,-0.130889720831285
ln,hip,net,pos,1,0.023261031937128
ln,hip,net,pos,2,0.0656508148702628
ln,hip,net,pos,3,0.0453936939593405
ln,hip,net,pos,4,0.0635484068325776
ln,hip,net,pos,5,0.0406023158061811
ln,hip,net,pos,6,0.0582386228420279
ln,hip,net,pos,7,0.0874118660302723
ln,hip,net,pos,8,0.0683811759740552
ln,hip,net,pos,9,0.0772935201906983
ln,hip,net,pos,10,0.0577901239123415
ln,hip,net,pos,11,0.0352274527334992
ln,hip,net,pos,12,0.0342868913293761
ln,hip,net,pos,13,0.0417546234230566
ln,hip,net,pos,14,0.0131448971275377
ln,ank,exo,neg,1,-0.25686135208782
ln,ank,exo,neg,2,-0.234500809627421
ln,ank,exo,neg,3,-0.174513604711084
ln,ank,exo,neg,4,-0.308506505016018
ln,ank,exo,neg,5,-0.277355523451286
ln,ank,exo,neg,6,-0.284410293926211
ln,ank,exo,neg,7,-0.15750795537058
ln,ank,exo,neg,8,-0.293728890883572
ln,ank,exo,neg,9,-0.173795328420751
ln,ank,exo,neg,10,-0.296734587892013
ln,ank,exo,neg,11,-0.290593198774492
ln,ank,exo,neg,12,-0.184296364731648
ln,ank,exo,neg,13,-0.288433663547039
ln,ank,exo,neg,14,-0.19892042042578
ln,ank,exo,pos,1,0.251203097403049
ln,ank,exo,pos,2,0.242204421583344
ln,ank,exo,pos,3,0.183190363733207
ln,ank,exo,pos,4,0.302632709198138
ln,ank,exo,pos,5,0.275746479411336
ln,ank,exo,pos,6,0.300860843018574
ln,ank,exo,pos,7,0.200310781598091
ln,ank,exo,pos,8,0.291571861680816
ln,ank,exo,pos,9,0.171340512988322
ln,ank,exo,pos,10,0.328577631536652
ln,ank,exo,pos,11,0.296888590735548
ln,ank,exo,pos,12,0.170295341707328
ln,ank,exo,pos,13,0.260111867943231
ln,ank,exo,pos,14,0.184600940083756
ln,kne,exo,neg,1,-0.0661447684773627
ln,kne,exo,neg,2,-0.10416494441383
ln,kne,exo,neg,3,-0.135350278962184
ln,kne,exo,neg,4,-0.047040259328616
ln,kne,exo,neg,5,-0.0502889818539295
ln,kne,exo,neg,6,-0.0842343155732926
ln,kne,exo,neg,7,-0.0469606445609208
ln,kne,exo,neg,8,-0.0481139846858295
ln,kne,exo,neg,9,-0.056907865602304
ln,kne,exo,neg,10,-0.0907682551290182
ln,kne,exo,neg,11,-0.042154283303877
ln,kne,exo,neg,12,-0.0300907325547408
ln,kne,exo,neg,13,-0.0458752591409447
ln,kne,exo,neg,14,-0.0312273003955317
ln,kne,exo,pos,1,0.0668097773073789
ln,kne,exo,pos,2,0.122154603767044
ln,kne,exo,pos,3,0.138155777938664
ln,kne,exo,pos,4,0.037859103998498
ln,kne,exo,pos,5,0.0477197426919113
ln,kne,exo,pos,6,0.0903106475495459
ln,kne,exo,pos,7,0.0347307140267838
ln,kne,exo,pos,8,0.0226190537488198
ln,kne,exo,pos,9,0.0557205599239644
ln,kne,exo,pos,10,0.0982441638103303
ln,kne,exo,pos,11,0.0515017831588493
ln,kne,exo,pos,12,0.0238058398039464
ln,kne,exo,pos,13,0.023232826972911
ln,kne,exo,pos,14,0.021520362879314
ln,hip,exo,neg,1,-0.0144455399884678
ln,hip,exo,neg,2,-0.0379826967220973
ln,hip,exo,neg,3,-0.0337011368863065
ln,hip,exo,neg,4,-0.0537736896042
ln,hip,exo,neg,5,-0.0278593605137704
ln,hip,exo,neg,6,-0.0450829586342854
ln,hip,exo,neg,7,-0.0828081930932753
ln,hip,exo,neg,8,-0.0783399336368722
ln,hip,exo,neg,9,-0.0405835928669309
ln,hip,exo,neg,10,-0.033361362745328
ln,hip,exo,neg,11,-0.074357272399699
ln,hip,exo,neg,12,-0.0506279914749458
ln,hip,exo,neg,13,-0.027595160433146
ln,hip,exo,neg,14,-0.0467677417978206
ln,hip,exo,pos,1,0.00467065998236649
ln,hip,exo,pos,2,0.0256866342319614
ln,hip,exo,pos,3,0.0169461099687717
ln,hip,exo,pos,4,0.0155707511379767
ln,hip,exo,pos,5,0.020103142471806
ln,hip,exo,pos,6,0.0130034336710677
ln,hip,exo,pos,7,0.0247637191924321
ln,hip,exo,pos,8,0.011290761994828
ln,hip,exo,pos,9,0.0361292422406704
ln,hip,exo,pos,10,0.0124219102902263
ln,hip,exo,pos,11,0.0338104838532779
ln,hip,exo,pos,12,0.0135387071435723
ln,hip,exo,pos,13,0.00426321887554128
ln,hip,exo,pos,14,0.00533398730262621
ln,ank,bio,neg,1,-0.407770281328874
ln,ank,bio,neg,2,-0.463502298821421
ln,ank,bio,neg,3,-0.426149851697333
ln,ank,bio,neg,4,-0.526889614322606
ln,ank,bio,neg,5,-0.452015717239941
ln,ank,bio,neg,6,-0.424470688052037
ln,ank,bio,neg,7,-0.601999768001192
ln,ank,bio,neg,8,-0.580381349167403
ln,ank,bio,neg,9,-0.587818460429416
ln,ank,bio,neg,10,-0.480907574734267
ln,ank,bio,neg,11,-0.440026001895175
ln,ank,bio,neg,12,-0.598523423952215
ln,ank,bio,neg,13,-0.530251740532763
ln,ank,bio,neg,14,-0.548035379280062
ln,ank,bio,pos,1,0.747317051624551
ln,ank,bio,pos,2,0.647543148082845
ln,ank,bio,pos,3,0.69783333206878
ln,ank,bio,pos,4,0.84924212624045
ln,ank,bio,pos,5,0.769619006882696
ln,ank,bio,pos,6,0.838654254289234
ln,ank,bio,pos,7,0.812288577065748
ln,ank,bio,pos,8,0.998021886629217
ln,ank,bio,pos,9,1.00968760777922
ln,ank,bio,pos,10,0.80360294703175
ln,ank,bio,pos,11,0.764270660631797
ln,ank,bio,pos,12,0.902797700727687
ln,ank,bio,pos,13,0.766557012410725
ln,ank,bio,pos,14,0.875881010995192
ln,kne,bio,neg,1,-0.309066970120458
ln,kne,bio,neg,2,-0.27773308184217
ln,kne,bio,neg,3,-0.259624359800535
ln,kne,bio,neg,4,-0.185354809550678
ln,kne,bio,neg,5,-0.176937287454219
ln,kne,bio,neg,6,-0.270925872247009
ln,kne,bio,neg,7,-0.197277531685198
ln,kne,bio,neg,8,-0.195454180350198
ln,kne,bio,neg,9,-0.269409993882565
ln,kne,bio,neg,10,-0.187431675217607
ln,kne,bio,neg,11,-0.164815659141716
ln,kne,bio,neg,12,-0.21238675384837
ln,kne,bio,neg,13,-0.0844579518717878
ln,kne,bio,neg,14,-0.112723762881668
ln,kne,bio,pos,1,0.433548647910357
ln,kne,bio,pos,2,0.496960086857571
ln,kne,bio,pos,3,0.441757938002839
ln,kne,bio,pos,4,0.348625248407616
ln,kne,bio,pos,5,0.234347434604869
ln,kne,bio,pos,6,0.471615266931408
ln,kne,bio,pos,7,0.291009275023552
ln,kne,bio,pos,8,0.474560283124447
ln,kne,bio,pos,9,0.408414794241681
ln,kne,bio,pos,10,0.36996382694034
ln,kne,bio,pos,11,0.313705390428796
ln,kne,bio,pos,12,0.513574605040691
ln,kne,bio,pos,13,0.197561451507842
ln,kne,bio,pos,14,0.304099032874493
ln,hip,bio,neg,1,-0.0248584869413582
ln,hip,bio,neg,2,-0.0764527544927071
ln,hip,bio,neg,3,-0.0568780081401415
ln,hip,bio,neg,4,-0.0280179431223694
ln,hip,bio,neg,5,-0.0231264830183457
ln,hip,bio,neg,6,-0.0503119768246132
ln,hip,bio,neg,7,0.0228695085491328
ln,hip,bio,neg,8,-0.193901262848693
ln,hip,bio,neg,9,-0.123487578814521
ln,hip,bio,neg,10,-0.0485477337531526
ln,hip,bio,neg,11,-0.0627050332396346
ln,hip,bio,neg,12,-0.171114162815844
ln,hip,bio,neg,13,-0.0344099135357229
ln,hip,bio,neg,14,-0.0841219791704241
ln,hip,bio,pos,1,0.0185903721037047
ln,hip,bio,pos,2,0.039964180713629
ln,hip,bio,pos,3,0.0284475840710323
ln,hip,bio,pos,4,0.0479776556877529
ln,hip,bio,pos,5,0.0204991734011427
ln,hip,bio,pos,6,0.0452351890340009
ln,hip,bio,pos,7,0.0626481471802382
ln,hip,bio,pos,8,0.0570904140031951
ln,hip,bio,pos,9,0.041164278271882
ln,hip,bio,pos,10,0.0453682133708807
ln,hip,bio,pos,11,0.00141696894870085
ln,hip,bio,pos,12,0.0207481841721079
ln,hip,bio,pos,13,0.0374914044377339
ln,hip,bio,pos,14,0.00781090988996713
ln,ank,net,net,1,0.333888514953501
ln,ank,net,net,2,0.191744463408695
ln,ank,net,net,3,0.280360238517032
ln,ank,net,net,4,0.316478711717269
ln,ank,net,net,5,0.315994239028762
ln,ank,net,net,6,0.430634115110425
ln,ank,net,net,7,0.25309163726428
ln,ank,net,net,8,0.415483512422618
ln,ank,net,net,9,0.419414332684349
ln,ank,net,net,10,0.354538412655101
ln,ank,net,net,11,0.330540051355081
ln,ank,net,net,12,0.29027325879125
ln,ank,net,net,13,0.207983480656848
ln,ank,net,net,14,0.313526150058298
ln,kne,net,net,1,0.125146685496849
ln,kne,net,net,2,0.237216664806885
ln,kne,net,net,3,0.184939077014432
ln,kne,net,net,4,0.154089285279898
ln,kne,net,net,5,0.0548409080023275
ln,kne,net,net,6,0.20676572357907
ln,kne,net,net,7,0.0815018138245625
ln,kne,net,net,8,0.253611172932912
ln,kne,net,net,9,0.137817495228613
ln,kne,net,net,10,0.190008060239694
ln,kne,net,net,11,0.158237231457058
ln,kne,net,net,12,0.294902958194999
ln,kne,net,net,13,0.0904610670883866
ln,kne,net,net,14,0.181668330860489
ln,hip,net,net,1,-0.0160429951159612
ln,hip,net,net,2,-0.0487846364541089
ln,hip,net,net,3,-0.0451854512451545
ln,hip,net,net,4,-0.0182432259350796
ln,hip,net,net,5,-0.0103835277738707
ln,hip,net,net,6,-0.0371563123018645
ln,hip,net,net,7,0.0274731814724338
ln,hip,net,net,8,-0.203860020237591
ln,hip,net,net,9,-0.0867776519564145
ln,hip,net,net,10,-0.0241189727367943
ln,hip,net,net,11,-0.101834852741483
ln,hip,net,net,12,-0.187455262167051
ln,hip,net,net,13,-0.0202504503198297
ln,hip,net,net,14,-0.117744823703748
ln,ank,exo,net,1,-0.00565825468477082
ln,ank,exo,net,2,0.0077036119559232
ln,ank,exo,net,3,0.0086767590221237
ln,ank,exo,net,4,-0.00587379581788006
ln,ank,exo,net,5,-0.00160904403995066
ln,ank,exo,net,6,0.0164505490923629
ln,ank,exo,net,7,0.0428028262275107
ln,ank,exo,net,8,-0.00215702920275573
ln,ank,exo,net,9,-0.00245481543242931
ln,ank,exo,net,10,0.0318430436446386
ln,ank,exo,net,11,0.00629539196105566
ln,ank,exo,net,12,-0.0140010230243206
ln,ank,exo,net,13,-0.0283217956038082
ln,ank,exo,net,14,-0.0143194803420235
ln,kne,exo,net,1,0.000665008830016162
ln,kne,exo,net,2,0.0179896593532141
ln,kne,exo,net,3,0.00280549897647955
ln,kne,exo,net,4,-0.00918115533011801
ln,kne,exo,net,5,-0.0025692391620182
ln,kne,exo,net,6,0.00607633197625332
ln,kne,exo,net,7,-0.0122299305341371
ln,kne,exo,net,8,-0.0254949309370097
ln,kne,exo,net,9,-0.00118730567833956
ln,kne,exo,net,10,0.00747590868131204
ln,kne,exo,net,11,0.00934749985497226
ln,kne,exo,net,12,-0.0062848927507944
ln,kne,exo,net,13,-0.0226424321680337
ln,kne,exo,net,14,-0.00970693751621772
ln,hip,exo,net,1,-0.00977488000610131
ln,hip,exo,net,2,-0.0122960624901359
ln,hip,exo,net,3,-0.0167550269175348
ln,hip,exo,net,4,-0.0382029384662233
ln,hip,exo,net,5,-0.00775621804196442
ln,hip,exo,net,6,-0.0320795249632176
ln,hip,exo,net,7,-0.0580444739008432
ln,hip,exo,net,8,-0.0670491716420442
ln,hip,exo,net,9,-0.00445435062626048
ln,hip,exo,net,10,-0.0209394524551017
ln,hip,exo,net,11,-0.0405467885464211
ln,hip,exo,net,12,-0.0370892843313734
ln,hip,exo,net,13,-0.0233319415576047
ln,hip,exo,net,14,-0.0414337544951944
ln,ank,bio,net,1,0.339546770295676
ln,ank,bio,net,2,0.184040849261424
ln,ank,bio,net,3,0.271683480371447
ln,ank,bio,net,4,0.322352511917844
ln,ank,bio,net,5,0.317603289642755
ln,ank,bio,net,6,0.414183566237197
ln,ank,bio,net,7,0.210288809064557
ln,ank,bio,net,8,0.417640537461814
ln,ank,bio,net,9,0.421869147349806
ln,ank,bio,net,10,0.322695372297483
ln,ank,bio,net,11,0.324244658736622
ln,ank,bio,net,12,0.304274276775472
ln,ank,bio,net,13,0.236305271877962
ln,ank,bio,net,14,0.327845631715129
ln,kne,bio,net,1,0.124481677789898
ln,kne,bio,net,2,0.219227005015401
ln,kne,bio,net,3,0.182133578202304
ln,kne,bio,net,4,0.163270438856938
ln,kne,bio,net,5,0.0574101471506497
ln,kne,bio,net,6,0.200689394684399
ln,kne,bio,net,7,0.0937317433383535
ln,kne,bio,net,8,0.279106102774248
ln,kne,bio,net,9,0.139004800359116
ln,kne,bio,net,10,0.182532151722733
ln,kne,bio,net,11,0.14888973128708
ln,kne,bio,net,12,0.30118785119232
ln,kne,bio,net,13,0.113103499636054
ln,kne,bio,net,14,0.191375269992825
ln,hip,bio,net,1,-0.0062681148376535
ln,hip,bio,net,2,-0.0364885737790781
ln,hip,bio,net,3,-0.0284304240691092
ln,hip,bio,net,4,0.0199597125653835
ln,hip,bio,net,5,-0.00262730961720295
ln,hip,bio,net,6,-0.00507678779061226
ln,hip,bio,net,7,0.085517655729371
ln,hip,bio,net,8,-0.136810848845498
ln,hip,bio,net,9,-0.0823233005426386
ln,hip,bio,net,10,-0.00317952038227198
ln,hip,bio,net,11,-0.0612880642909337
ln,hip,bio,net,12,-0.150365978643736
ln,hip,bio,net,13,0.00308149090201101
ln,hip,bio,net,14,-0.076311069280457
pg,ank,net,neg,1,-0.615175742875127
pg,ank,net,neg,2,-0.623006635290735
pg,ank,net,neg,3,-0.622176181744127
pg,ank,net,neg,4,-0.837388304226539
pg,ank,net,neg,5,-0.680204857798184
pg,ank,net,neg,6,-0.627458887941697
pg,ank,net,neg,7,-0.858936932595337
pg,ank,net,neg,8,-0.829946138402995
pg,ank,net,neg,9,-0.85218445167822
pg,ank,net,neg,10,-0.741675942697946
pg,ank,net,neg,11,-0.609339086448445
pg,ank,net,neg,12,-0.803582751575638
pg,ank,net,neg,13,-0.840368111343945
pg,ank,net,neg,14,-0.726695545455989
pg,ank,net,pos,1,0.953273462898591
pg,ank,net,pos,2,0.834975830772344
pg,ank,net,pos,3,0.88823817933307
pg,ank,net,pos,4,1.16042872211512
pg,ank,net,pos,5,0.960036389091436
pg,ank,net,pos,6,1.05658364821883
pg,ank,net,pos,7,1.15670695024378
pg,ank,net,pos,8,1.25924807874595
pg,ank,net,pos,9,1.32410758207826
pg,ank,net,pos,10,1.05699532961144
pg,ank,net,pos,11,0.863707043668803
pg,ank,net,pos,12,1.11742786537198
pg,ank,net,pos,13,1.11076815338696
pg,ank,net,pos,14,1.10578848684535
pg,kne,net,neg,1,-0.546411383239662
pg,kne,net,neg,2,-0.426302922999158
pg,kne,net,neg,3,-0.383334544651649
pg,kne,net,neg,4,-0.234319404315423
pg,kne,net,neg,5,-0.31290995263878
pg,kne,net,neg,6,-0.503373251680066
pg,kne,net,neg,7,-0.233224040664294
pg,kne,net,neg,8,-0.302795766031041
pg,kne,net,neg,9,-0.273482072769719
pg,kne,net,neg,10,-0.3449321235804
pg,kne,net,neg,11,-0.323694009552984
pg,kne,net,neg,12,-0.254039416856626
pg,kne,net,neg,13,-0.245073923074147
pg,kne,net,neg,14,-0.135804432608625
pg,kne,net,pos,1,0.670599434743909
pg,kne,net,pos,2,0.67323212281746
pg,kne,net,pos,3,0.542480290812605
pg,kne,net,pos,4,0.411852189284914
pg,kne,net,pos,5,0.439314048518153
pg,kne,net,pos,6,0.775468224111725
pg,kne,net,pos,7,0.322390018578838
pg,kne,net,pos,8,0.551721826633986
pg,kne,net,pos,9,0.502137423876454
pg,kne,net,pos,10,0.505143431617933
pg,kne,net,pos,11,0.477464317398913
pg,kne,net,pos,12,0.493778856361614
pg,kne,net,pos,13,0.39919398177196
pg,kne,net,pos,14,0.300026962643161
pg,hip,net,neg,1,-0.0294333463329274
pg,hip,net,neg,2,-0.13003767226987
pg,hip,net,neg,3,-0.0925442521076869
pg,hip,net,neg,4,-0.0883148039472016
pg,hip,net,neg,5,-0.0884258744635564
pg,hip,net,neg,6,-0.148968381588073
pg,hip,net,neg,7,-0.076799304340966
pg,hip,net,neg,8,-0.307470079949673
pg,hip,net,neg,9,-0.289091513218249
pg,hip,net,neg,10,-0.142376051722642
pg,hip,net,neg,11,-0.15488547552377
pg,hip,net,neg,12,-0.164432774571811
pg,hip,net,neg,13,-0.134297074941809
pg,hip,net,neg,14,-0.128259059534792
pg,hip,net,pos,1,0.020593530327246
pg,hip,net,pos,2,0.0720066914389677
pg,hip,net,pos,3,0.0442665584440179
pg,hip,net,pos,4,0.0554610659258769
pg,hip,net,pos,5,0.0534924695761326
pg,hip,net,pos,6,0.0699349656043684
pg,hip,net,pos,7,0.0398908639874528
pg,hip,net,pos,8,0.0645894865121912
pg,hip,net,pos,9,0.104877797941513
pg,hip,net,pos,10,0.0538427573080887
pg,hip,net,pos,11,0.0340313079445075
pg,hip,net,pos,12,0.0263187383397428
pg,hip,net,pos,13,0.0412524102310486
pg,hip,net,pos,14,0.0187796255066881
pg,ank,exo,neg,1,-0.11245039949084
pg,ank,exo,neg,2,-0.101634655093007
pg,ank,exo,neg,3,-0.0768819528577082
pg,ank,exo,neg,4,-0.1845663189888
pg,ank,exo,neg,5,-0.109340291798991
pg,ank,exo,neg,6,-0.117095507023966
pg,ank,exo,neg,7,-0.0942491193247192
pg,ank,exo,neg,8,-0.139810541096856
pg,ank,exo,neg,9,-0.0979001563699806
pg,ank,exo,neg,10,-0.118484303410001
pg,ank,exo,neg,11,-0.113521060961134
pg,ank,exo,neg,12,-0.105845781919711
pg,ank,exo,neg,13,-0.128924432155841
pg,ank,exo,neg,14,-0.0922397956909502
pg,ank,exo,pos,1,0.114776473382817
pg,ank,exo,pos,2,0.102715195978389
pg,ank,exo,pos,3,0.0895029792342992
pg,ank,exo,pos,4,0.167089086464223
pg,ank,exo,pos,5,0.0974499047459925
pg,ank,exo,pos,6,0.122005967752022
pg,ank,exo,pos,7,0.0975676387110177
pg,ank,exo,pos,8,0.129907237584977
pg,ank,exo,pos,9,0.0923724307076019
pg,ank,exo,pos,10,0.122260238537017
pg,ank,exo,pos,11,0.117987876210143
pg,ank,exo,pos,12,0.0935668036999071
pg,ank,exo,pos,13,0.101772141588085
pg,ank,exo,pos,14,0.0886034076923833
pg,kne,exo,neg,1,-0.0918161854257478
pg,kne,exo,neg,2,-0.0569821858011624
pg,kne,exo,neg,3,-0.0592705166405615
pg,kne,exo,neg,4,-0.0245848162483205
pg,kne,exo,neg,5,-0.0392200493335943
pg,kne,exo,neg,6,-0.0726456083631253
pg,kne,exo,neg,7,-0.0179089803988224
pg,kne,exo,neg,8,-0.0209362098454114
pg,kne,exo,neg,9,-0.0237789282725905
pg,kne,exo,neg,10,-0.0425016461077201
pg,kne,exo,neg,11,-0.0403717547682497
pg,kne,exo,neg,12,-0.0186450214755228
pg,kne,exo,neg,13,-0.0174781386740506
pg,kne,exo,neg,14,-0.0172381084138418
pg,kne,exo,pos,1,0.0703413795460673
pg,kne,exo,pos,2,0.0679266708629096
pg,kne,exo,pos,3,0.0553142597953625
pg,kne,exo,pos,4,0.017970530425801
pg,kne,exo,pos,5,0.0338098475819125
pg,kne,exo,pos,6,0.0752078579629169
pg,kne,exo,pos,7,0.0122165086658617
pg,kne,exo,pos,8,0.012301675064544
pg,kne,exo,pos,9,0.0237104079056093
pg,kne,exo,pos,10,0.0434828114641063
pg,kne,exo,pos,11,0.0350063679027645
pg,kne,exo,pos,12,0.0125488978262772
pg,kne,exo,pos,13,0.0131819383583634
pg,kne,exo,pos,14,0.00946319213493125
pg,hip,exo,neg,1,-0.00542579100275522
pg,hip,exo,neg,2,-0.022736363030751
pg,hip,exo,neg,3,-0.0147692488698179
pg,hip,exo,neg,4,-0.0334795777110712
pg,hip,exo,neg,5,-0.0189361796741757
pg,hip,exo,neg,6,-0.030602225650321
pg,hip,exo,neg,7,-0.030656529152218
pg,hip,exo,neg,8,-0.0427580709733507
pg,hip,exo,neg,9,-0.0317514000241371
pg,hip,exo,neg,10,-0.0280544830431395
pg,hip,exo,neg,11,-0.0452945502748822
